,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
14998,4417,,Machine Learning,机器学习 A-Z (Machine Learning A-Z in Chinese), Python R   What you'll learn   Python R Master Machine Learning on Python   RHave a great intuition of many Machine Learning modelsMake accurate predictions and powerful analysisMake robust Machine Learning modelsCreate strong added value to your businessUse Machine Learning for personal purposeHandle specific topics like Reinforcement Learning  NLP and Deep LearningHandle advanced techniques like Dimensionality ReductionKnow which Machine Learning model to choose for each type of problemBuild an army of powerful Machine Learning models and know how to combine them to solve any problem    Machine Learning A Z Udemy         SVM Kernel SVM K   UCB Thompson Dimensionality Reduction   PCA Kernel PCA Python R   Interested in the field of Machine Learning Then this course is for you  This course has been designed by two professional Data Scientists so that we can share our knowledge and help you learn complex theory algorithms and coding libraries in a simple way  We will walk you step by step into the World of Machine Learning  With every tutorial you will develop new skills and improve your understanding of this challenging yet lucrative sub field of Data Science  This course isfun and exciting  but at the same time we dive deep into Machine Learning  It is structured the following way  Part 1   Data PreprocessingPart 2   Regression  Simple Linear Regression  Multiple Linear Regression PolynomialRegressionPart 3   Classification  Logistic Regression SVM  Kernel SVM  Naive Bayes  Decision Tree Classification RandomForest ClassificationPart 4   Clustering  K MeansPart 5   Association Rule Learning  AprioriPart 6   Reinforcement Learning Upper Confidence Bound Thompson SamplingPart 7   Natural Language Processing  Bag of words modelandalgorithms for NLPPart 8   Deep Learning  Artificial Neural Networks Convolutional Neural NetworksPart 9   Dimensionality Reduction  PCA  Kernel PCAPart 10   Model Selection   Boosting  k fold Cross Validation  Grid Search Moreover  the course is packed with practical exercises which are based on real lifeexamples  So not only will you learn the theory  but you will also get some hands on practice building your own models  And as a bonus  this course includes bothPython and Rcode templates which you can download and use on your own projects ,-1,Udemy,"Taught by
武亦文 Yiwen, 李秦 Qin and Ligency Team",Chinese,4.7,https://www.classcentral.com/course/udemy-machinelearningchinese-38307
15066,4485,,Bootstrap,Bootstrap 4 中文教程,Bootstrap The most popular HTML  CSS  and JS library in the world   What you'll learn    Bootstrap 4   Bootstrap   CSS   JavaScript   Library  Bootstrap   Bootstrap 4   xx Component ,-1,Udemy,"Taught by
王皓 ninghao.net",Chinese,4.3,https://www.classcentral.com/course/udemy-bootstrap-4-dev-38376
15108,4527,,Javascript,Web前端开发 - 玩转JavaScript  【以实战为基础】, 100 javascript web HTML CSS Javascript jQuery HTML5 CSS3 web Bootstrap NodeJS   What you'll learn  AJAX JSONP Cookie DOM BOM Javascript   javascript   HTML CSS Javascript jQuery HTML5 CSS3 web Bootstrap NodeJS Vue Vue Weex      01 javascript    JS  JS          HTML          02    CheatSheet      typeof  Undefined  Null  Boolean  Number  String  03      if  switch  do while  while  do while while  for  break continue    04               JS  05                        06    this  this          this  this  this  07    splice  splice  join sort    indexOf  substring  spit    08          Date      09 DOM    window            attributes  DOM        10 BOM    BOM      11                                  12                      13 Ajax    ajax  ajax  ajax  ajax  get  post  ajax  14 JSONP Cookie       JSONP  JSONP  JSONP  cookie  cookie ,-1,Udemy,"Taught by
yz z",Chinese,4.6,https://www.classcentral.com/course/udemy-web-javascript-38418
17608,7030,,Agriculture,Nitrogen: A Global Challenge (Chinese),          Newton Bhabha Virtual Centre on Nitrogen Efficiency    ,University of Edinburgh,edX,"Taught by
Andrea Moring, Dave Reay and Hannah Ritchie",Chinese,-1.0,https://www.classcentral.com/course/nitrogen-a-global-challenge-chinese-41091
18095,7517,,Text Editors,一套用到底的文字編輯器 Atom,  Atom    What you'll learn    atom   atom   Atom     GUI  ,-1,Udemy,"Taught by
卡斯伯 六角學院, 廖洧杰 liao, 六角 學院 and 六角助教 六角學院",Chinese,4.6,https://www.classcentral.com/course/udemy-atom-hexschool-41595
18193,7615,,Business,綜合MBA課程：由商學院屢獲殊榮的教授授課, 1   What you'll learn   140 000       UDEMY 1 MBA Udemy 160 000 MBA   MBA Goldman Sachs MBA 101 6 Goldman Sachs Citadel  Facebook MBA MBA   LinkedIn     Udemy    Udemy 101   Udemy MBA  Chris Backofen CastCloud    Michael Jordan 20    Laura Caraccioli  Jeffrey Koury  Ronald Deerenberg  Christian Baffour Akoto 2011 MBA    Ali Ashraf  Aminata Bah  Ben Judh Haroun Haroun 25 Haroun Udemy    Antionette Cronje  MBA ,-1,Udemy,"Taught by
Chris Haroun",Chinese,4.4,https://www.classcentral.com/course/udemy-mandarin-traditional-chinese-an-entire-mba--41694
18256,7678,,Version Control,掌握 Git 與 Github 程式時光機,   What you'll learn    Git   Git   Github        Git     Github  Git   Github  Git ,-1,Udemy,"Taught by
廖洧杰 liao, 卡斯伯 六角學院, 六角 學院, Evangelin Lin and 六角助教 六角學院",Chinese,4.9,https://www.classcentral.com/course/udemy-learninggit-41757
18509,7933,,Python,一天學會 Python--從零開始徹底精通Python 程式語言，親手乒乓球遊戲實作，親手人機界面影像處理實作, Python Python Python Tkinter   What you'll learn   Python Python Python Python Python Python         True False if while Pycharm pass for whilePython    class new Python object Python    Python  Python  Python  Python Process start os getpid Queue Thread Python wt wb with JSONensure ascii False indent 2 dump PythonFlask Web BeautifulSoup Scrape Python sqlite SQL SQLite SQL92 Python Python Python Python Python TkinterPillow Python  Udemy30  Python Python   Python Python  Python  19 112 Python Tkinter Pillow Python matplotlib Python  tuple set Scipy JSON Python  Python Python Python 1 Python 1 1 Mac Python pip install    pip install  pip uninstall  pip list Anaconda Numpy Matplotilib Mac Launchpad Anaconda Navigator Mac Spider jupyter notebook 1 2 Window 10 Python Window 10 Python Window 10 Python C Programs Window 10 Python Python Shell win python python python exit Windows 10 Anaconda Anaconda Numpy Matplotilib Python 3 6 conda Spider Jupyter Notebook1 3 PyCharm Mac PyCharm Python  Pycharm Python Jupyter notebook Pycharm Windows 10 Pycharm Community 2 Python Mac usr local binWindows C python36set path path C python36 utf 8  coding  utf 8  python  python 2 1 Python floating point char integer object Boolean null string 2 1 1  8888888888  9999999999  10001000  1010  1515 int int 2 1 2 True False 2 1 3 Python float complex decimal Decimal 3 141591 0e9 10000000001 0e 3 0 001 float Complex float j  z 58 3 14159j  z real58 0  z imag 3 14159Decimal Decimal Decimal IEEE754 2 1 4   '  ' ' ' str n tab  tab 2 1 5 Python class  a 'justin'  type a  x 5  type x  y 8 9  type y 2 2 Python a A 2 3 2 3 1 and or notPython and or not short circuit is in in 2 3 2 True False 2 3 3 2 4 2 5 a z A Z 0 9 Python main 3 tuple set tuple tuple Set 4 True False if while While if if if     1else      2 while for for   in range True False and True False or True Fasle False not True not False False not True if if       if 5 if  1 1elif  2 2elif  3 3elif  4 4else  5 5 forPython for statement while if while 5   pass fib fib 0 0 fib 1 1 fib index fib index  1 fib index 2 name tuple name args Lambda Lambda Lambda forecastModule init  Python  forecastModule init Python sys path Python len split join 6 init self self init self   del self Python    class object oriented programming OOP inheritance polymorphism public public subclass extended class super class new new Python init x Complex 3 0 4 0 Python new Complex 3 0 4 0 init Complex x Complex 3 0 4 0 Complex 3 0 4 0 x Complex x clinet object object object Python Class Private            name    tricks init    class private 7 class  1 2 3        1    2   inheritance     attribute     method   getEngine Python    subclass extended class super class Polymorphism Circle Point repr repr repr 8 raise  fp open 9 matplotlib Matplotlib pyplot pyplot 10 Python  tuple set Scipy numpy Pandas Matplotlib 11 tuple set Scipy tuple tuple SetScipy 12 numpy numpy reshape np zeros 10 3 10 3 13 Pandas pip install pandas Pandas csv csv big5 Series pandas DataFrame lambda 14 Matplotlib 2 Matplotlib plt plot 1 2 3 4 X   r ' 'bs' 'g ' scatter meshgrid 15 wt wb with JSONensure ascii False indent 2 dump 16 Tkinter tkinter from tkinter import      root   Tk Tkinter Tkinter Tkinter pip pillowTkinter Pillow pip pillowRGB PIL Image Image crop PNG png 20 Python Tkinter MyGameObject MyBall MyGameObject MyPaddle MyGameObject MyBrick MyGameObject MyGame Frame ,-1,Udemy,"Taught by
Justin Wu",Chinese,4.1,https://www.classcentral.com/course/udemy-python-w-42014
21649,1455,,Architecture,Detailed Design for Dwellings | 住宅精细化设计,A large number of residential dwellings are built in China every year  and residential design is the basic skill of architects  With the gradual improvement of people's living quality  residential design is developing towards detailing and humanization  This course will start from the following questions and introduce you to various aspects of detailed design    How many development stages of residential design is there in China    What are the common mistakes in interior decoration    How to make housing more comfortable and practical    Where should the optimal design of the layout start    What are the key points of humanized design in the planning and design of residential dwellings    What are the ideas and practices for reference in residential design outside China    What is the future development trend of housing    No matter you are a student major in design  an architect  a developer  or just one who loves life  you can have a deeper understanding of residencial dwellings and the theory and method of detailed design after studying this course  Then you can feel the art of living    originate from the daily life  higher than the daily life ,Tsinghua University,edX,"Taught by
Yanmin Zhou",Chinese,-1.0,https://www.classcentral.com/course/detailed-design-for-dwellingszhu-zhai-jing-xi-hua-52913
22391,2197,,Adobe Photoshop,Photoshop 基礎教學,Photoshop   01 Photoshop   02 Photoshop   03 Photoshop   04 Photoshop   05 Photoshop   06 Photoshop   07 Photoshop   08  PS  Photoshop   09 Photoshop   10 Photoshop   11 Photoshop   12     Photoshop   13 Photoshop   14     Photoshop   15 Photoshop   16  Photoshop  Photoshop   17 Photoshop   18  Photoshop  Photoshop   19 Photoshop   20     Photoshop   21 Photoshop   22 Photoshop   23 Photoshop   24 PS      Photoshop   25 Photoshop   26  Photoshop   T Shirt Photoshop   27 Photoshop   28  App  Photoshop   29     Photoshop   30 Photoshop   31 Photoshop   32  PS  Photoshop   33 Photoshop   34 Photoshop   35     Photoshop   36 Photoshop   37 Photoshop   38 Photoshop   39 Photoshop   40  3D   PS         Photoshop    41    Photoshop   42  ,-1,YouTube,"Taught by
PAPAYA 電腦教室",Chinese,-1.0,https://www.classcentral.com/course/youtube-photoshop-54009
22405,2211,,Microsoft Excel,Excel 基礎教學,Excel   01 Excel  Excel   02     Excel   03     Excel   04 Excel   05 Excel   06     Excel   07 Excel   08     Excel   09   Excel   10   Excel   11 Excel   12 Excel   13     Excel   14 Excel   15  IF Excel   16 VLOOKUP      Excel   17 IFERROR      Excel   18 COUNTIF   SUMIF  Excel   19    INDIRECT  Excel   20  12  Excel   21        Excel   22  Rank     Excel   23  LEFT   MID   RIGHT     Excel   24  VLOOKUP   INDEX   MATCH    Excel   25    Excel   26    Excel   27 RAND   RANDBETWEEN     Excel   28 Excel   29    Excel    30  SUMPRODUCT    Excel    31    Excel    32   Pareto      80 20     Excel    33 VLOOKUP   XLOOKUP   Excel    34  Excel      Excel    35  Excel         Excel    36      Excel   37   LET     Excel    38  Power Query  Excel   39  Excel  Excel   40  LAMBDA  Excel   41  Lambda    Recursion      Excel   42 16   Excel     Excel   43  OFFSET     Excel   44 ,-1,YouTube,"Taught by
PAPAYA 電腦教室",Chinese,-1.0,https://www.classcentral.com/course/youtube-excel-54028
22731,24,,Thermodynamics,Engineering Thermodynamics (II) | 工程热力学（下）,Engineering thermodynamics is a classical subject that studies the conversion of thermal energy and mechanical energy and the effective utilization of thermal energy  It is not only an important professional basic course for energy engineering  power engineering  mechanical engineering  aerospace  engineering thermophysics  building environment and equipment engineering  chemical engineering  and nuclear engineering  but also the theoretical basis of energy saving and the basis of heat utilization  heat design  heat management  and heat control foundation  This is an edX course of  engineering thermodynamics   National Excellent Course  64 class hours  of Tsinghua University  Considering the differences in the basic knowledge of the learners outside the university  the edX course is divided into two parts  Engineering Thermodynamics  I  mainly includes basic concepts  the First Law of Thermodynamics  the Second Law of Thermodynamics  the properties and process of ideal gas and gas power cycle  etc  Engineering Thermodynamics   mainly includes the properties and processes of real gas  steam power cycle  refrigeration cycle  wet air  the differential equation of thermodynamics  fundamentals of chemical thermodynamics  as well as some brief introductions of the research frontier and research application  as an extension of the course  marked with   not included in grades  etc     64 edX edX ,Tshinghua,edX,"Taught by
Xiaomin Wu",Chinese,-1.0,https://www.classcentral.com/course/gong-cheng-re-li-xue-xia-43828
22732,25,,Thermodynamics,Engineering Thermodynamics (I) | 工程热力学（上）,Engineering thermodynamics is a classical subject that studies the conversion of thermal energy and mechanical energy and the effective utilization of thermal energy  It is not only an important professional basic course for energy engineering  power engineering  mechanical engineering  aerospace  engineering thermophysics  building environment and equipment engineering  chemical engineering  and nuclear engineering  but also the theoretical basis of energy saving and the basis of heat utilization  heat design  heat management  and heat control foundation  This is an edX course of  engineering thermodynamics   National Excellent Course  64 class hours  of Tsinghua University  Considering the differences in the basic knowledge of the learners outside the university  the edX course is divided into two parts  Engineering Thermodynamics  I  mainly includes basic concepts  the First Law of Thermodynamics  the Second Law of Thermodynamics  the properties and process of ideal gas and gas power cycle  etc  Engineering Thermodynamics   mainly includes the properties and processes of real gas  steam power cycle  refrigeration cycle  wet air  the differential equation of thermodynamics  fundamentals of chemical thermodynamics  as well as some brief introductions of the research frontier and research application  as an extension of the course  marked with   not included in grades  etc     64 edX edX ,Tshinghua,edX,"Taught by
Xiaomin Wu",Chinese,-1.0,https://www.classcentral.com/course/gong-cheng-re-li-xue-shang-43829
22750,43,,Higher Education,Information Literacy——Essential to Academic Researcher (General) | 信息素养——学术研究的必修课,Week 1 Information Literacy and Academic Research Week 2 The ABC of Information Retrieval Week 3 The Basic Methods of Searching Information  Find Books Week 4 The Basic Methods of Searching Information  Find Articles  1  Week 5 The Basic Methods of Searching Information  Find Articles  2  Week 6 Access More Information with More Resources Week 7 You Should Know How to Find Facts and Figures  1  Week 8 You Should Know How to Find Facts and Figures  2  Week 9 Open Access and Internet Search Engines Week 10 Academic Communication and Academic Norm Week 11 Your Knowledge Need to Be Managed  1  Week 12 Your Knowledge Need to Be Managed  2 ,Tsinghua University,edX,"Taught by
Jia Lin, Yuan Wang, Xiaomu Zeng, Lifeng Han and Junping Zhao",Chinese,-1.0,https://www.classcentral.com/course/information-literacyessential-to-academic-researc-43850
24049,1345,,Engineering,Fundamentals of Optical Engineering | 光学工程基础,     ,Tsinghua University,edX,"Taught by
Liqun Sun, Qiaofeng Tan, Jun Zhu and Liangcai Cao",Chinese,-1.0,https://www.classcentral.com/course/fundamentals-of-optical-engineering-guang-xue-gon-45193
26019,3317,,Urban Planning,New Science of Cities | 新城市科学,   CEO GeoHey  With the advent of the Fourth industrial revolution  a series of emerging technologies  such as big data  artificial intelligence  AI  Internet of Things  IOT  augmented reality  AR  provide new opportunities for studying cities and expanding their research breadth and depth  In addition  these disruptive technologies cast profound impacts on urban space and social life  and substantially change the research object of urban research  Under such background  the New City Science rises in response to the proper time and condition  and would revitalize the traditional urban sciences  Many guest lecturers are invited to record this course  such as Prof  Wang Jingyuan from Beihang University  Prof  Meng Tianguang from Tsinghua University  Mao Mingrui  CEO of Urban Quadrant  URBAN XYZ  Cui Fudong  Director of GeoHey  Prof  Wang Peng from Huawei and so on  It aims to expand the knowledge horizon and frontier dynamics for everyone from multiple fields and multiple disciplines ,Tsinghua University,edX,"Taught by
Ying Long",Chinese,-1.0,https://www.classcentral.com/course/new-science-of-cities-xin-cheng-shi-ke-xue-47298
26022,3320,,Biology,Introduction to Modern Biology | 现代生物学导论,   DNA  This introductory course includes the fundamental principles of biochemistry  genetics  molecular biology  and cell biology  Biological function at the molecular level is particularly emphasized and covers the structure and regulation of genes  as well as  the structure and synthesis of proteins  how these molecules are integrated into cells  and how these cells are integrated into multicellular systems and organisms  In addition  each version of the subject has its own distinctive material  All these knowledge are applied to more advanced subjects  like immunology  neurobiology  endocrinology and human behavior  This course also focuses on the exploration of current research in cell biology  immunology  neurobiology  genomics  and molecular medicine ,Tshinghua,edX,"Taught by
Yang Yang",Chinese,-1.0,https://www.classcentral.com/course/introduction-to-modern-biology-xian-dai-sheng-wu--47302
30152,188,,TensorFlow,TensorFlow Tutorials 神经网络 教学 教程,    VS     what is neural network in machine learning       Gradient Descent in Neural Nets     Tensorflow 1 why     tutorial Tensorflow 2    Windows  Mac  Linux     tutorial Tensorflow 3  1    tutorial Tensorflow 4      tutorial Tensorflow 5  2    tutorial Tensorflow 6 Session      tutorial Tensorflow 7 Variable      tutorial Tensorflow 8 placeholder      tutorial    Why need activation functions  deep learning Tensorflow 9   activation function    tutorial Tensorflow 10  3   def add layer     tutorial Tensorflow 11  3   build a neural network    tutorial Tensorflow 12  3   plot result    tutorial  Optimizer     Speed up neural network training process  deep learning Tensorflow 13   optimizer    tutorial Tensorflow 14 Tensorboard      tutorial Tensorflow 15 Tensorboard  2    tutorial Tensorflow 16 Classification      tutorial    What is overfitting  deep learning Tensorflow 17 dropout   overfitting      tutorial  CNN   What is Convolutional Neural Networks  deep learning Tensorflow 18 1 CNN   Convolutional Neural Networks 1    tutorial Tensorflow 18 2 CNN   Convolutional Neural Networks    tutorial Tensorflow 18 3 CNN   Convolutional Neural Networks    tutorial Tensorflow 19 Saver      tutorial  RNN   What is Recurrent Neural Networks  deep learning  LSTM RNN     What is LSTM in RNN  deep learning Tensorflow 20 1 RNN      tutorial Tensorflow 20 2 RNN lstm        tutorial Tensorflow 20 3 RNN lstm  regression      tutorial Tensorflow 20 4 RNN lstm      tutorial  Autoencoder   What is an Autoencoder in Neural Networks  deep learning Tensorflow 21   Autoencoder      tutorial Tensorflow 22 name scope  variable scope       tutorial  Batch Normalization     deep learning Tensorflow 23 Batch normalization      tutorial Tensorflow 24 2017     tutorial Tensorflow 25      tutorial    Transfer Learning Tensorflow 26   Transfer Learning    tutorial ,-1,YouTube,"Taught by
莫烦Python",Chinese,-1.0,https://www.classcentral.com/course/youtube-tensorflow-tutorials-eng-sub-54663
